Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
vegan recipes,1,1,2,0,0,1,0,0,0
vegetarian recipes,2,1,2,0,0,1,0,0,0
diet healthy recipes,2,2,3,0,0,1,0,0,0
diet healthy recipes,2,2,3,0,0,1,0,0,0
see all diet healthy recipes,0,2,5,0,0,1,1,0,0
5 breakfast foods people with diabetes should eat,1,0,8,1,1,4,1,0,0
regularly https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,1,9,1,5,1,1,0,0
content 2fuploads 2fsites 2f43 2f2022 2f01 2f13 2fgettyimages 1249377035jpg,2,1,9,1,27,1,0,0,0
5 breakfast foods people with diabetes should eat regularly,0,2,9,1,1,4,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
5 breakfast foods people with diabetes should eat regularly,2,2,9,1,1,4,1,0,0
if you re watching your blood sugar and carb intake start your day off with,1,2,15,0,0,4,4,0,0
these heart healthy diabetes friendly breakfast foods,2,1,7,0,0,3,1,0,0
well fed,1,2,2,0,0,0,1,0,0
diabetic recipes,1,1,2,0,0,1,0,0,0
gluten free recipes,1,1,3,0,0,1,0,0,0
keto recipes,1,1,2,0,0,2,0,0,0
low calorie recipes,1,1,3,0,0,2,0,0,0
low carb recipes,1,1,3,0,0,2,0,0,0
low cholesterol recipes,1,1,3,0,0,2,0,0,0
low fat recipes,1,1,3,0,0,2,0,0,0
low sodium recipes,1,1,3,0,0,2,0,0,0
mediterranean diet recipes,1,1,3,0,0,1,0,0,0
whole30 recipes,2,1,2,1,2,2,0,0,0
holidays entertaining,2,2,2,0,0,1,1,0,0
holidays entertaining,2,2,2,0,0,1,1,0,0
see all holidays entertaining,0,2,4,0,0,1,2,0,0
you don t need a special cake pan to make this adorable easter lamb,1,0,14,0,0,4,3,0,0
cake https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,1,9,1,5,3,1,0,0
content 2fuploads 2fsites 2f43 2f2021 2f01 2f14 2f630534 easter lamb cake,1,1,11,1,23,3,1,0,0
photo by savedbygracejpg,2,1,3,0,0,2,0,0,0
you don t need a special cake pan to make this adorable easter lamb cake,0,2,15,0,0,4,4,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
you don t need a special cake pan to make this adorable easter lamb cake,2,2,15,0,0,4,4,0,0
here s how it s done,2,2,6,0,0,0,3,0,0
holiday planning,1,2,2,0,0,2,0,0,0
cocktail hour,1,1,2,0,0,2,0,0,0
good times good food,1,1,4,0,0,2,0,0,0
new year s recipes,1,1,4,0,0,3,0,0,0
recipes for super bowl r,1,1,5,0,0,3,0,0,0
valentines s day recipes,1,1,4,0,0,3,1,0,0
mardi gras recipes,1,1,3,0,0,3,0,0,0
st patrick s day recipes,1,1,5,0,0,4,0,0,0
easter recipes,1,1,2,0,0,2,0,0,0
cinco de mayo recipes,1,1,4,0,0,2,0,0,0
mother s day recipes,1,1,4,0,0,3,0,0,0
4th of july recipes,1,1,4,1,1,2,0,0,0
halloween recipes,1,1,2,0,0,1,0,0,0
thanksgiving recipes,1,1,2,0,0,1,1,0,0
christmas recipes,2,1,2,0,0,2,0,0,0
world cuisine,2,2,2,0,0,2,0,0,0
world cuisine,2,2,2,0,0,2,0,0,0
see all world cuisine,0,2,4,0,0,2,1,0,0
throw a korean style bbq party at,1,0,7,0,0,3,1,0,0
home https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,1,9,1,5,3,1,0,0
content 2fuploads 2fsites 2f43 2f2021 2f05 2f20 2f102189514 korean barbecue,1,1,10,1,26,2,0,0,0
with bachan allrecipes 2000jpg,2,1,4,1,4,1,0,0,0
throw a korean style bbq party at home,0,2,8,0,0,4,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
throw a korean style bbq party at home,2,2,8,0,0,4,1,0,0
korean barbeque is a shared experience here s how to create the communal,1,2,13,0,0,2,3,0,0
korean bbq experience at home,0,1,5,0,0,3,0,0,0
chinese recipes,1,0,2,0,0,1,0,0,0
filipino recipes,1,1,2,0,0,2,0,0,0
german recipes,1,1,2,0,0,1,0,0,0
greek recipes,1,1,2,0,0,1,0,0,0
indian recipes,1,1,2,0,0,1,0,0,0
italian recipes,1,1,2,0,0,1,0,0,0
japanese recipes,1,1,2,0,0,1,0,0,0
mexican recipes,1,1,2,0,0,1,0,0,0
russian recipes,1,1,2,0,0,1,0,0,0
spanish recipes,1,1,2,0,0,1,0,0,0
thai recipes,1,1,2,0,0,2,0,0,0
global kitchen,2,1,2,0,0,1,0,0,0
kitchen tips,2,2,2,0,0,2,0,0,0
kitchen tips,2,2,2,0,0,2,0,0,0
see all kitchen tips,0,2,4,0,0,1,2,0,0
how to boil eggs perfectly every,1,0,6,0,0,1,1,0,0
time https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,1,9,1,5,2,1,0,0
content 2fuploads 2fsites 2f43 2f2021 2f01 2f21 2fboiled eggs different cook,1,1,11,1,17,3,0,0,0
times photo by 13 smile gettyimages 910219308 2000jpg,2,1,8,1,15,2,1,0,0
how to boil eggs perfectly every time,0,2,7,0,0,2,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
how to boil eggs perfectly every time,2,2,7,0,0,2,1,0,0
we ll show you how to boil eggs so they turn out just the way you want them,1,2,18,0,0,2,5,0,0
whether you like them hard boiled or soft boiled,2,1,9,0,0,1,2,0,0
all about ingredients,1,2,3,0,0,1,0,0,0
baking,1,1,1,0,0,1,0,0,0
buying,1,1,1,0,0,1,0,0,0
cleaning,1,1,1,0,0,1,0,0,0
recipe conversion and scaling,1,1,4,0,0,2,0,0,0
decorating cakes cookies and other desserts,1,1,6,0,0,3,1,0,0
food handling and safety,1,1,4,0,0,3,0,0,0
gardening,1,1,1,0,0,1,0,0,0
grilling and other outdoor cooking,1,1,5,0,0,3,0,0,0
how to,1,1,2,0,0,0,0,0,0
meal planning and menus,1,1,4,0,0,3,0,0,0
ingredient substitutions,1,1,2,0,0,2,0,0,0
kitchen tools and techniques,1,1,4,0,0,3,0,0,0
you can cook that,2,1,4,0,0,0,1,0,0
allrecipes magazine recipes,1,2,3,0,0,3,0,0,0
food wishes with chef john,1,1,5,0,0,4,0,0,0
homemade podcast,1,1,2,0,0,2,0,0,0
trusted brands,1,1,2,0,0,1,1,0,0
food news and trends,2,1,4,0,0,3,0,0,0
food news and trends,2,2,4,0,0,3,0,0,0
see all food news and trends,0,2,6,0,0,3,1,0,0
do microfiber cloths actually,1,0,4,0,0,1,2,0,0
work,0,1,1,0,0,1,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,0,8,1,5,2,1,0,0
content 2fuploads 2fsites 2f43 2f2022 2f01 2f20 2fgettyimages 1358089502 2000jpg,2,1,10,1,31,1,0,0,0
do microfiber cloths actually work,0,2,5,0,0,1,3,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
do microfiber cloths actually work,0,2,5,0,0,1,3,0,0
get to know the magic of microfiber,2,0,7,0,0,2,2,0,0
cooks to follow,1,2,3,0,0,1,1,0,0
gift guides,1,1,2,0,0,2,0,0,0
product reviews and buying guides,1,1,5,0,0,3,1,0,0
recalls,2,1,1,0,0,1,0,0,0
about us,2,2,2,0,0,0,0,0,0
profile menu,2,2,2,0,0,2,0,0,0
get allrecipes magazine this link opens in a new tab,0,2,10,0,0,4,2,0,0
log in /img/profilepng,0,0,3,0,0,2,0,0,0
account details /img/profilepng join now,2,0,5,0,0,3,1,0,0
join now,2,2,2,0,0,1,0,0,0
account,2,2,1,0,0,1,0,0,0
join now,1,2,2,0,0,1,0,0,0
newsletters,1,1,1,0,0,1,0,0,0
help this link opens in a new tab,2,1,8,0,0,3,1,0,0
more,2,2,1,0,0,0,0,0,0
shopping list,1,2,2,0,0,2,0,0,0
ask the community this link opens in a new tab,0,1,10,0,0,3,2,0,0
log in /img/profilepng,0,0,3,0,0,2,0,0,0
account details /img/profilepng my account,2,0,5,0,0,3,1,0,0
my account,2,2,2,0,0,1,0,0,0
account,2,2,1,0,0,1,0,0,0
my profile,1,2,2,0,0,1,0,0,0
saved items collections,1,1,3,0,0,2,1,0,0
help this link opens in a new tab,1,1,8,0,0,3,1,0,0
logout,2,1,1,0,0,1,0,0,0
more,2,2,1,0,0,0,0,0,0
shopping list,1,2,2,0,0,2,0,0,0
ask the community this link opens in a new tab,2,1,10,0,0,3,2,0,0
login,2,2,1,0,0,1,0,0,0
sweepstakes,2,2,1,0,0,1,0,0,0
follow us,2,2,2,0,0,0,1,0,0
1 home,1,2,2,1,1,1,0,0,0
2 recipes,1,1,2,1,1,1,0,0,0
3 desserts,1,1,2,1,1,1,0,0,0
4 cakes,1,1,2,1,1,1,0,0,0
5 holiday cake recipes,1,1,4,1,1,2,0,0,0
6 red velvet center cheesecake,2,1,5,1,1,3,0,0,0
red velvet center cheesecake,2,2,4,0,0,3,0,0,0
rating 45 stars,2,2,3,1,2,2,0,0,0
32 ratings,2,2,2,1,2,1,0,0,0
5 star values 25,1,2,4,1,3,2,0,0,0
4 star values 3,1,1,4,1,2,2,0,0,0
3 star values 2,1,1,4,1,2,2,0,0,0
2 star values 2,1,1,4,1,2,2,0,0,0
1 star values 0,2,1,4,1,2,2,0,0,0
read reviews,1,2,2,0,0,1,0,0,0
add review,2,1,2,0,0,1,1,0,0
32 ratings,1,2,2,1,2,1,0,0,0
23 reviews,1,1,2,1,2,1,0,0,0
8 photos,2,1,2,1,1,1,0,0,0
i came up with this recipe when a friend requested a red velvet cheesecake for,1,2,15,0,0,5,2,0,0
his birthday it is a tradition of mine to make cakes for each of my friends,1,1,16,0,0,5,2,0,0
on their birthdays,2,1,3,0,0,1,0,0,0
by debeland,2,2,2,0,0,1,0,0,0
save pin print share,2,2,4,0,0,3,1,0,0
facebook tweet email send text message,2,2,6,0,0,5,0,0,0
gallery,0,2,1,0,0,1,0,0,0
red velvet center cheesecake,1,0,4,0,0,3,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f769370jpg,2,1,3,1,8,0,0,0,0
red velvet center cheesecake,2,2,4,0,0,3,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,0,2,15,1,27,3,2,0,0
red velvet center cheesecake john barrera,1,0,6,0,0,4,1,0,0
winchell https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,8,1,4,3,1,1,0
allrecipescom 2fuserphotos 2f8837236jpg,2,1,3,1,9,0,0,0,0
red velvet center cheesecake john barrera winchell,2,2,7,0,0,5,1,1,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,0,2,15,1,27,3,2,0,0
red velvet center cheesecake peri,1,0,5,0,0,3,1,0,0
tag https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,8,1,4,3,1,0,0
allrecipescom 2fuserphotos 2f6848895jpg,2,1,3,1,9,0,0,0,0
red velvet center cheesecake peri tag,2,2,6,0,0,4,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,0,2,15,1,27,3,2,0,0
red velvet center cheesecake pattie,1,0,5,0,0,3,1,0,0
phillips https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,8,1,4,2,2,0,0
allrecipescom 2fuserphotos 2f6809703jpg,2,1,3,1,9,0,0,0,0
red velvet center cheesecake pattie phillips,2,2,6,0,0,3,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20133 3e 3c/svg 3e,0,2,15,1,27,3,2,0,0
red velvet center cheesecake,1,0,4,0,0,3,0,0,0
belinda https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,8,1,4,3,1,0,0
allrecipescom 2fuserphotos 2f3189624jpg,2,1,3,1,9,0,0,0,0
red velvet center cheesecake belinda,0,2,5,0,0,3,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
4 4 more images,2,2,4,1,2,1,0,0,0
recipe summary,2,2,2,0,0,2,0,0,0
cook,2,2,1,0,0,1,0,0,0
45 mins,2,2,2,1,2,1,0,0,0
additional,2,2,1,0,0,0,0,0,0
6 hrs 45 mins,2,2,4,1,3,1,0,0,0
total,2,2,1,0,0,0,0,0,0
8 hrs,2,2,2,1,1,1,0,0,0
prep,2,2,1,0,0,1,0,0,0
30 mins,2,2,2,1,2,1,0,0,0
servings,2,2,1,0,0,1,0,0,0
12,2,2,1,1,2,0,0,0,0
yield,2,2,1,0,0,1,0,0,0
1 10 inch cheesecake,2,2,4,1,3,2,0,1,0
nutrition info,2,2,2,0,0,2,0,0,0
advertisement,2,2,1,0,0,1,0,0,0
ingredients,2,2,1,0,0,1,0,0,0
decrease serving,2,2,2,0,0,1,1,0,0
12,2,2,1,1,2,0,0,0,0
increase serving,2,2,2,0,0,1,1,0,0
adjust,2,2,1,0,0,1,0,0,0
original recipe yields 12 servings,2,2,5,1,2,3,0,0,0
the ingredient list now reflects the servings specified,2,2,8,0,0,2,2,0,0
ingredient checklist,2,2,2,0,0,1,0,0,0
1 cups all purpose flour,1,2,5,1,1,2,1,1,1
1 tablespoon unsweetened cocoa powder,1,1,5,1,1,3,1,1,1
1 teaspoons baking soda,1,1,4,1,1,2,1,1,1
teaspoon salt,1,1,2,0,0,2,0,1,1
cup milk,1,1,2,0,0,2,0,1,1
2 tablespoons red food coloring,1,1,5,1,1,3,0,1,1
1 teaspoons distilled white vinegar,1,1,5,1,1,2,1,1,1
teaspoon vanilla extract,1,1,3,0,0,3,0,1,1
cup unsalted butter softened,1,1,4,0,0,2,1,1,1
cup white sugar,1,1,3,0,0,2,0,1,1
1 egg,1,1,2,1,1,1,0,0,1
cup melted unsalted butter,1,1,4,0,0,2,1,1,1
1 pint heavy whipping cream,1,1,5,1,1,3,0,0,1
2 8 ounce packages cream cheese softened,1,1,7,1,2,3,2,0,1
cup white sugar,1,1,3,0,0,2,0,1,1
2 teaspoons vanilla extract,2,1,4,1,1,3,0,1,1
add all ingredients to shopping list view your list,2,2,9,0,0,3,2,0,0
directions,2,2,1,0,0,1,0,0,0
instructions checklist,2,2,2,0,0,1,1,0,0
step 1,2,2,2,1,1,1,0,0,0
preheat an oven to 350 degrees f 175 degrees c grease and flour a 9 inch,1,2,16,1,7,6,2,1,0
cake pan whisk the flour cocoa powder baking soda and salt in a bowl set,1,1,15,0,0,9,2,0,0
aside stir the milk food coloring vinegar and 1/2 teaspoon vanilla extract,1,1,12,1,2,6,2,1,0
together in a small bowl set aside,2,1,7,0,0,1,1,1,0
advertisement,2,2,1,0,0,1,0,0,0
step 2,2,2,2,1,1,1,0,0,0
beat the softened butter and 3/4 cup sugar with an electric mixer in a large,1,2,15,1,2,4,1,1,0
bowl until light and fluffy the mixture should be noticeably lighter in,1,1,12,0,0,2,2,0,0
color beat in the egg until smooth pour in the flour mixture alternately,1,1,13,0,0,5,0,0,0
with the milk mixing until just incorporated pour the batter into prepared,1,1,12,0,0,2,3,0,0
pan,2,1,1,0,0,1,0,0,0
step 3,2,2,2,1,1,1,0,0,0
bake in the preheated oven until a toothpick inserted into the center comes,1,2,13,0,0,3,2,0,0
out clean about 30 minutes cool in the pans for 10 minutes before removing,1,1,14,1,4,3,2,0,0
to cool completely on a wire rack,2,1,7,0,0,2,1,0,0
step 4,2,2,2,1,1,1,0,0,0
once the cake has cooled cut half of the cake into cubes and set aside cut,1,2,16,0,0,5,4,0,0
the remaining cake into 1/2 inch strips and place onto a baking sheet,2,1,13,1,2,4,1,1,0
step 5,2,2,2,1,1,1,0,0,0
return the cake strips to the oven and bake until they have dried out about,1,2,15,0,0,4,3,0,0
15 minutes turn the strips over halfway through cooking so they dry evenly,1,1,13,1,2,2,3,0,0
once completely dry allow to cool to room temperature then crush into fine,1,1,13,0,0,4,2,0,0
crumbs,2,1,1,0,0,1,0,0,0
step 6,2,2,2,1,1,1,0,0,0
combine the cake crumbs with the melted butter until evenly moistened press,1,2,12,0,0,4,2,0,0
into a 10 inch springform pan and refrigerate until the butter has hardened,1,1,13,1,2,5,2,1,0
about 45 minutes,2,1,3,1,2,1,0,0,0
step 7,2,2,2,1,1,1,0,0,0
when the crust has nearly hardened whip the whipping cream until stiff set,1,2,13,0,0,3,3,0,0
aside beat the softened cream cheese in a bowl with 2/3 cup sugar and 2,1,1,15,1,3,5,0,1,0
teaspoons vanilla extract until smooth fold in the whipped cream until evenly,1,1,12,0,0,5,0,1,0
mixed pour half of the cream cheese mixture into hardened crumb crust spread,1,1,13,0,0,6,2,0,0
the cake cubes evenly over the cream cheese mixture then spread the remaining,1,1,13,0,0,4,3,0,0
cream cheese over top refrigerate at least 4 hours until the cream cheese has,1,1,14,1,1,6,1,0,0
set and the cheesecake is firm,2,1,6,0,0,2,1,0,0
i made it print,2,2,4,0,0,1,2,0,0
editor s note,2,2,3,0,0,3,0,0,0
most of the effort required in this recipe involves baking the red velvet,1,2,13,0,0,3,3,0,0
cake you can save time by using a previously prepared cake,2,1,11,0,0,3,2,0,0
nutrition facts,2,2,2,0,0,2,0,0,0
per serving,2,2,2,0,0,0,1,0,0
500 calories protein 6g carbohydrates 365g fat 374g cholesterol 1354mg,1,2,10,1,14,3,1,0,0
sodium 3653mg full nutrition,2,1,4,1,4,2,0,0,0
advertisement,2,2,1,0,0,1,0,0,0
save pin print share,2,2,4,0,0,3,1,0,0
facebook tweet email send text message,2,2,6,0,0,5,0,0,0
reviews 23,2,2,2,1,2,1,0,0,0
add rating review,2,2,3,0,0,2,1,0,0
most helpful positive review,2,2,4,0,0,1,0,0,0
alexcupcake,2,2,1,0,0,1,0,1,0
rating 5 stars,2,2,3,1,1,2,0,0,0
07/25/2011,2,2,1,1,8,0,0,0,0
i love this cheesecake,0,2,4,0,0,1,1,0,0
it is for sure the best cheesecake i ve ever had,1,0,11,0,0,2,3,0,0
ever,0,1,1,0,0,0,0,0,0
i can t get enough of this tasty cheesecake,2,0,9,0,0,2,2,0,0
read more,2,2,2,0,0,0,1,0,0
helpful 22,2,2,2,1,2,0,0,0,0
most helpful critical review,0,2,4,0,0,1,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f44bcc6c3efb7da9052ded166a3dfa31206677efb,0,1,2,1,22,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
ji m,2,2,2,0,0,2,0,0,0
rating 3 stars,2,2,3,1,1,2,0,0,0
07/22/2015,2,2,1,1,8,0,0,0,0
this was fun to make i sliced the cake like a reviewer suggested so that i,1,2,16,0,0,5,4,1,0
had 4 quarter circles and so had a nice layer look when sliced but the taste,1,1,16,1,1,5,3,1,0
was only average to me i had some neighbors over to eat it and they seemed to,1,1,17,0,0,1,5,0,0
like it it got nice and firm in refrigerator thanks debeland,2,1,11,0,0,3,2,0,0
read more,2,2,2,0,0,0,1,0,0
helpful 2,2,2,2,1,1,0,0,0,0
32 ratings,2,2,2,1,2,1,0,0,0
5 star values 25,1,2,4,1,3,2,0,0,0
4 star values 3,1,1,4,1,2,2,0,0,0
3 star values 2,1,1,4,1,2,2,0,0,0
2 star values 2,1,1,4,1,2,2,0,0,0
1 star values 0,2,1,4,1,2,2,0,0,0
sort by most helpful,2,2,4,0,0,1,0,0,0
most helpful most positive least positive newest,2,2,7,0,0,1,0,0,0
alexcupcake,2,2,1,0,0,1,0,1,0
rating 5 stars,2,2,3,1,1,2,0,0,0
07/25/2011,2,2,1,1,8,0,0,0,0
i love this cheesecake,0,2,4,0,0,1,1,0,0
it is for sure the best cheesecake i ve ever had,1,0,11,0,0,2,3,0,0
ever,0,1,1,0,0,0,0,0,0
i can t get enough of this tasty cheesecake,0,0,9,0,0,2,2,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2fe9edac5ca0dbc5821d0d143d7ab2658f3cd11f53,0,1,2,1,22,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
michee jugovich,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
01-11-2012,0,2,1,1,8,0,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,0,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f769544jpg,0,1,3,1,8,0,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
this is my favorite recipe i ve ever made,0,2,9,0,0,2,3,0,0
i cut the red velvet in half at,1,0,8,0,0,3,1,0,0
it s diameter drying out the cake in the oven then blending it into fine,1,1,15,0,0,1,3,0,0
crumbs with a food processor i added about a tablespoon more butter to the,1,1,14,0,0,6,1,1,0
crust and packed it into the bottom of a 9 inch pan instead of 10 i then cut,1,1,18,1,3,5,2,1,0
the other half in half so if i used the whole cake i would have had quarters,1,1,17,0,0,6,3,0,0
and then i cut those down the middle as if i was making a layer cake instead,1,1,17,0,0,3,3,0,0
of cubing it after i put my first layer of the cheesecake in the pan i,1,1,16,0,0,5,2,0,0
arranged the sliced cake so it covered the surface completely and then put the,1,1,14,0,0,2,3,1,0
remaining cheesecake over it the only problem i had was that it didn t really,1,1,15,0,0,4,4,0,0
set in the fridge but i was using light cream cheese so that may have been,1,1,16,0,0,4,5,0,0
the problem i would definitely make this again as it got eaten in two days,0,1,15,0,0,3,2,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f517e595b0cc614b2a221e1e16e5f4ffb9ae4976c,0,1,2,1,25,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
mrs fernandez,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
10/21/2011,2,2,1,1,8,0,0,0,0
omg,0,2,1,0,0,1,0,0,0
this is sooooo good,0,0,4,0,0,0,1,0,0
this is a keeper,0,0,4,0,0,1,1,0,0
jayne,2,0,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
12/17/2011,2,2,1,1,8,0,0,0,0
this was perfect a friend of mine s two favorite desserts are cheesecake and,1,2,14,0,0,3,2,0,0
red velvet cake together they are heavenly strongly recommend this recipe to,1,1,12,0,0,2,3,0,0
anyone who loves the sound of two amazing dishes put together,0,1,11,0,0,3,2,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f7b19da2115dbea24e89e13c26ddc184c48ebd133,0,1,2,1,24,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
sanzoe,2,2,1,0,0,1,0,0,0
allstar,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
01-10-2012,0,2,1,1,8,0,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,0,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f769368jpg,0,1,3,1,8,0,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
for a no bake cheesecake this was awesome and very fun,0,2,11,0,0,2,2,0,0
i loved the crust and,1,0,5,0,0,2,1,0,0
would never have thought to use cake for one i am going to experiment with,1,1,15,0,0,2,6,0,0
this recipe with other flavors thanks so much for sharing this great recipe,0,1,13,0,0,4,1,0,0
punkin09,2,0,1,1,2,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
04/25/2012,2,2,1,1,8,0,0,0,0
this was very yummy i used a red velvet cake mix instead of making one from,1,2,16,0,0,2,4,0,0
scratch the cream cheese mixture is what makes this though i would like to,1,1,14,0,0,3,4,0,0
try it with some other cake flavors as well,0,1,9,0,0,1,1,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2fa6113d881931d8a3b3efb8dbc9b6fd3dc9656787,0,1,2,1,25,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
franco,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
03/17/2013,2,2,1,1,8,0,0,0,0
it didnt look so pretty when i was done but the taste was a big hit,2,2,16,0,0,4,4,0,0
livia,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
07-01-2013,2,2,1,1,8,0,0,0,0
this cheesecake was a big hit made it for easter dinner and it was really,1,2,15,0,0,4,3,0,0
heavenly everyone was asking me if they could order this from me had made,1,1,14,0,0,2,4,0,0
this 4 times since and am making this again this weekendyummy,0,1,11,1,1,2,2,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f44bcc6c3efb7da9052ded166a3dfa31206677efb,0,1,2,1,22,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
ji m,2,2,2,0,0,2,0,0,0
rating 3 stars,2,2,3,1,1,2,0,0,0
07/22/2015,2,2,1,1,8,0,0,0,0
this was fun to make i sliced the cake like a reviewer suggested so that i,1,2,16,0,0,5,4,1,0
had 4 quarter circles and so had a nice layer look when sliced but the taste,1,1,16,1,1,5,3,1,0
was only average to me i had some neighbors over to eat it and they seemed to,1,1,17,0,0,1,5,0,0
like it it got nice and firm in refrigerator thanks debeland,2,1,11,0,0,3,2,0,0
ladyyluna,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
09-06-2015,2,2,1,1,8,0,0,0,0
i made this cake for my boyfriend s birthday we loved it,0,2,12,0,0,4,2,0,0
even though i,1,0,3,0,0,1,0,0,0
didn t have the right amount of food coloring i combined the red and the blue,1,1,16,0,0,6,3,0,0
and had a purple velvet cheesecake instead it was still amazing,0,1,11,0,0,2,3,0,0
