Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
sandwiches sauces seafood sides corn potatoes smoker recipes snacks,1,1,9,0,0,7,2,0,0
soups sponsored uncategorized vegan vegetarian,2,1,5,0,0,2,1,0,0
archives,2,2,1,0,0,1,0,0,0
archives select month april 2022 march 2022 january 2022 december 2021,1,2,11,1,16,6,1,0,0
november 2021 october 2021 september 2021 august 2021 july 2021 june 2021,1,1,12,1,24,5,0,0,0
may 2021 april 2021 march 2021 february 2021 january 2021 december 2020,1,1,12,1,24,4,0,0,0
november 2020 october 2020 september 2020 august 2020 july 2020 june 2020,1,1,12,1,24,5,0,0,0
may 2020 april 2020 march 2020 february 2020 january 2020 december 2019,1,1,12,1,24,4,0,0,0
november 2019 october 2019 september 2019 august 2019 july 2019 june 2019,1,1,12,1,24,5,0,0,0
may 2019 april 2019 march 2019 february 2019 january 2019 december 2018,1,1,12,1,24,4,0,0,0
november 2018 october 2018 september 2018 august 2018 july 2018 june 2018,1,1,12,1,24,5,0,0,0
may 2018 april 2018 march 2018 february 2018 january 2018 december 2017,1,1,12,1,24,4,0,0,0
november 2017 october 2017 september 2017 august 2017 july 2017 june 2017,1,1,12,1,24,5,0,0,0
may 2017 april 2017 march 2017 february 2017 january 2017 december 2016,1,1,12,1,24,4,0,0,0
november 2016 october 2016 september 2016 august 2016 july 2016 june 2016,1,1,12,1,24,5,0,0,0
may 2016 april 2016 march 2016 february 2016 january 2016 december 2015,1,1,12,1,24,4,0,0,0
november 2015 october 2015 september 2015 august 2015 july 2015 june 2015,1,1,12,1,24,5,0,0,0
may 2015 april 2015 march 2015 february 2015 january 2015 december 2014,1,1,12,1,24,4,0,0,0
november 2014 october 2014 september 2014 august 2014 july 2014 june 2014,1,1,12,1,24,5,0,0,0
may 2014 april 2014 march 2014 february 2014 january 2014 december 2013,2,1,12,1,24,4,0,0,0
looking for something,0,2,3,0,0,1,1,0,0
amazon disclosures,2,0,2,0,0,2,0,0,0
cooking lsl is a participant in the amazon services llc associates program an,1,2,13,0,0,5,4,0,0
affiliate advertising program designed to provide a means for sites to earn,1,1,12,0,0,5,3,0,0
advertising fees by advertising and linking to amazoncom,0,1,8,0,0,3,2,0,0
baked halibut fillet on a white,1,0,6,0,0,1,1,0,0
plate data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20200 20200 3e 3c/svg 3e,0,1,16,1,27,3,2,0,0
baked,1,0,1,0,0,0,1,0,0
halibut fillet on a white plate https //cookinglslcom/wp,1,1,8,0,0,5,0,0,0
content/uploads/2020/01/baked halibut wide 2 200x200jpg,0,1,5,1,13,1,1,0,0
pork tenderloin recipe,1,0,3,0,0,3,0,0,0
collection data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20200 20200 3e 3c/svg 3e,0,1,16,1,27,3,2,0,0
pork,1,0,1,0,0,1,0,0,0
tenderloin recipe collection https //cookinglslcom/wp,1,1,5,0,0,5,0,0,0
content/uploads/2019/05/screen shot 2019 05 04 at 125324 am 200x200png,0,1,9,1,26,2,1,0,0
homemade custard in a white bowl topped with,1,0,8,0,0,3,1,0,0
berries data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20200 20200 3e 3c/svg 3e,0,1,16,1,27,4,2,0,0
homemade,1,0,1,0,0,1,0,0,0
custard in a white bowl topped with berries https //cookinglslcom/wp,1,1,10,0,0,4,2,0,0
content/uploads/2014/06/custard pastry cream 1 1 200x200jpg,0,1,6,1,14,3,0,0,0
lamb loin chops in a,1,0,5,0,0,3,0,0,0
skillet data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20200 20200 3e 3c/svg 3e,0,1,16,1,27,3,2,0,0
lamb,1,0,1,0,0,1,0,0,0
loin chops in a skillet https //cookinglslcom/wp,1,1,7,0,0,5,0,0,0
content/uploads/2019/03/lamb chops 4 1 200x200jpg,0,1,5,1,14,1,1,0,0
lentil potato soup,1,0,3,0,0,3,0,0,0
recipe data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20200 20200 3e 3c/svg 3e,0,1,16,1,27,3,2,0,0
lentil,1,0,1,0,0,1,0,0,0
potato soup recipe https //cookinglslcom/wp content/uploads/2018/01/lentil,1,1,6,1,6,6,0,0,0
potato soup recipe fg 1 200x200jpg,0,1,6,1,7,2,1,0,0
oven baked st louis style ribs recipe made in the oven covered in bbq,1,0,14,0,0,5,3,0,0
sauce these ribs are so tender sticky and,1,1,8,0,0,2,2,0,0
delicious,0,1,1,0,0,0,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20200 20200 3e 3c/svg 3e,0,0,15,1,27,3,2,0,0
oven,1,0,1,0,0,0,0,0,0
baked st louis style ribs recipe made in the oven covered in bbq sauce,1,1,14,0,0,6,3,0,0
these ribs are so tender sticky and delicious,0,1,8,0,0,2,1,0,0
https //cookinglslcom/wp,1,0,2,0,0,2,0,0,0
content/uploads/2016/05/st louis ribs oven baked fg 1 1 200x200jpg,0,1,9,1,14,3,1,0,0
baked bone in pork chops on a white,1,0,8,0,0,3,1,0,0
plate data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20200 20200 3e 3c/svg 3e,0,1,16,1,27,3,2,0,0
baked,1,0,1,0,0,0,1,0,0
bone in pork chops on a white plate https //cookinglslcom/wp,1,1,10,0,0,6,0,0,0
content/uploads/2018/03/baked bone in pork chops 1 copy 200x200jpg,0,1,8,1,13,4,1,0,0
baked boneless pork chops cut in,1,0,6,0,0,3,1,0,0
half data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20200 20200 3e 3c/svg 3e,0,1,16,1,27,3,2,0,0
baked,1,0,1,0,0,0,1,0,0
boneless pork chops cut in half https //cookinglslcom/wp,1,1,8,0,0,5,1,0,0
content/uploads/2020/01/pork chops 1 200x200jpg,0,1,4,1,13,2,0,0,0
keto steak bites in a skillet with wooden,1,0,8,0,0,4,1,0,0
spoon data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20200 20200 3e 3c/svg 3e,0,1,16,1,27,3,2,0,0
keto,1,0,1,0,0,1,0,0,0
steak bites in a skillet with wooden spoon https //cookinglslcom/wp,1,1,10,0,0,6,0,0,0
content/uploads/2019/01/steak bites 1 1 200x200jpg,0,1,5,1,14,1,1,0,0
a cast iron skillet with creamy tomato sauce,1,0,8,0,0,5,0,0,0
gnocchi data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20200 20200 3e 3c/svg 3e,0,1,16,1,27,4,2,0,0
a,1,0,1,0,0,0,0,0,0
cast iron skillet with creamy tomato sauce gnocchi https //cookinglslcom/wp,1,1,10,0,0,8,0,0,0
content/uploads/2021/04/creamy gnocchi 2 200x200jpg,2,1,4,1,13,1,1,0,0
subscribe,2,2,1,0,0,1,0,0,0
don t miss a recipe,2,2,5,0,0,3,1,0,0
subscribe to new posts via email,2,2,6,0,0,3,0,0,0
back to top,1,2,3,0,0,0,1,0,0
home,1,1,1,0,0,1,0,0,0
about,1,1,1,0,0,0,0,0,0
privacy policy,1,1,2,0,0,2,0,0,0
recipes,1,1,1,0,0,1,0,0,0
resources,2,1,1,0,0,1,0,0,0
c 2013 2022 cooking lsl design by purr,2,2,8,1,8,3,1,0,0
21125 shares,2,2,2,1,5,1,0,0,0
57,1,2,1,1,2,0,0,0,0
21066,0,1,1,1,5,0,0,0,0
facebook pixel https //wwwfacebookcom/tr id 329831247395558 ev pageview noscript 1 cd 5bpost category 5d cakes 2c desserts cd 5bpage title 5d red velvet cheesecake cake cd 5bpost type 5d post cd 5bpost id 5d 763 cd 5bplugin 5d pixelyoursite cd 5buser role 5d guest cd 5bevent url 5d cookinglslcom 2fred,1,0,50,1,35,23,3,0,0
