Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
vegan recipes,1,1,2,0,0,1,0,0,0
vegetarian recipes,2,1,2,0,0,1,0,0,0
diet healthy recipes,2,2,3,0,0,1,0,0,0
diet healthy recipes,2,2,3,0,0,1,0,0,0
see all diet healthy recipes,0,2,5,0,0,1,1,0,0
5 breakfast foods people with diabetes should eat,1,0,8,1,1,4,1,0,0
regularly https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,1,9,1,5,1,1,0,0
content 2fuploads 2fsites 2f43 2f2022 2f01 2f13 2fgettyimages 1249377035jpg,2,1,9,1,27,1,0,0,0
5 breakfast foods people with diabetes should eat regularly,0,2,9,1,1,4,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
5 breakfast foods people with diabetes should eat regularly,2,2,9,1,1,4,1,0,0
if you re watching your blood sugar and carb intake start your day off with,1,2,15,0,0,4,4,0,0
these heart healthy diabetes friendly breakfast foods,2,1,7,0,0,3,1,0,0
well fed,1,2,2,0,0,0,1,0,0
diabetic recipes,1,1,2,0,0,1,0,0,0
gluten free recipes,1,1,3,0,0,1,0,0,0
keto recipes,1,1,2,0,0,2,0,0,0
low calorie recipes,1,1,3,0,0,2,0,0,0
low carb recipes,1,1,3,0,0,2,0,0,0
low cholesterol recipes,1,1,3,0,0,2,0,0,0
low fat recipes,1,1,3,0,0,2,0,0,0
low sodium recipes,1,1,3,0,0,2,0,0,0
mediterranean diet recipes,1,1,3,0,0,1,0,0,0
whole30 recipes,2,1,2,1,2,2,0,0,0
holidays entertaining,2,2,2,0,0,1,1,0,0
holidays entertaining,2,2,2,0,0,1,1,0,0
see all holidays entertaining,0,2,4,0,0,1,2,0,0
you don t need a special cake pan to make this adorable easter lamb,1,0,14,0,0,4,3,0,0
cake https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,1,9,1,5,3,1,0,0
content 2fuploads 2fsites 2f43 2f2021 2f01 2f14 2f630534 easter lamb cake,1,1,11,1,23,3,1,0,0
photo by savedbygracejpg,2,1,3,0,0,2,0,0,0
you don t need a special cake pan to make this adorable easter lamb cake,0,2,15,0,0,4,4,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
you don t need a special cake pan to make this adorable easter lamb cake,2,2,15,0,0,4,4,0,0
here s how it s done,2,2,6,0,0,0,3,0,0
holiday planning,1,2,2,0,0,2,0,0,0
cocktail hour,1,1,2,0,0,2,0,0,0
good times good food,1,1,4,0,0,2,0,0,0
new year s recipes,1,1,4,0,0,3,0,0,0
recipes for super bowl r,1,1,5,0,0,3,0,0,0
valentines s day recipes,1,1,4,0,0,3,1,0,0
mardi gras recipes,1,1,3,0,0,3,0,0,0
st patrick s day recipes,1,1,5,0,0,4,0,0,0
easter recipes,1,1,2,0,0,2,0,0,0
cinco de mayo recipes,1,1,4,0,0,2,0,0,0
mother s day recipes,1,1,4,0,0,3,0,0,0
4th of july recipes,1,1,4,1,1,2,0,0,0
halloween recipes,1,1,2,0,0,1,0,0,0
thanksgiving recipes,1,1,2,0,0,1,1,0,0
christmas recipes,2,1,2,0,0,2,0,0,0
world cuisine,2,2,2,0,0,2,0,0,0
world cuisine,2,2,2,0,0,2,0,0,0
see all world cuisine,0,2,4,0,0,2,1,0,0
throw a korean style bbq party at,1,0,7,0,0,3,1,0,0
home https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,1,9,1,5,3,1,0,0
content 2fuploads 2fsites 2f43 2f2021 2f05 2f20 2f102189514 korean barbecue,1,1,10,1,26,2,0,0,0
with bachan allrecipes 2000jpg,2,1,4,1,4,1,0,0,0
throw a korean style bbq party at home,0,2,8,0,0,4,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
throw a korean style bbq party at home,2,2,8,0,0,4,1,0,0
korean barbeque is a shared experience here s how to create the communal,1,2,13,0,0,2,3,0,0
korean bbq experience at home,0,1,5,0,0,3,0,0,0
chinese recipes,1,0,2,0,0,1,0,0,0
filipino recipes,1,1,2,0,0,2,0,0,0
german recipes,1,1,2,0,0,1,0,0,0
greek recipes,1,1,2,0,0,1,0,0,0
indian recipes,1,1,2,0,0,1,0,0,0
italian recipes,1,1,2,0,0,1,0,0,0
japanese recipes,1,1,2,0,0,1,0,0,0
mexican recipes,1,1,2,0,0,1,0,0,0
russian recipes,1,1,2,0,0,1,0,0,0
spanish recipes,1,1,2,0,0,1,0,0,0
thai recipes,1,1,2,0,0,2,0,0,0
global kitchen,2,1,2,0,0,1,0,0,0
kitchen tips,2,2,2,0,0,2,0,0,0
kitchen tips,2,2,2,0,0,2,0,0,0
see all kitchen tips,0,2,4,0,0,1,2,0,0
how to boil eggs perfectly every,1,0,6,0,0,1,1,0,0
time https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,1,9,1,5,2,1,0,0
content 2fuploads 2fsites 2f43 2f2021 2f01 2f21 2fboiled eggs different cook,1,1,11,1,17,3,0,0,0
times photo by 13 smile gettyimages 910219308 2000jpg,2,1,8,1,15,2,1,0,0
how to boil eggs perfectly every time,0,2,7,0,0,2,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
how to boil eggs perfectly every time,2,2,7,0,0,2,1,0,0
we ll show you how to boil eggs so they turn out just the way you want them,1,2,18,0,0,2,5,0,0
whether you like them hard boiled or soft boiled,2,1,9,0,0,1,2,0,0
all about ingredients,1,2,3,0,0,1,0,0,0
baking,1,1,1,0,0,1,0,0,0
buying,1,1,1,0,0,1,0,0,0
cleaning,1,1,1,0,0,1,0,0,0
recipe conversion and scaling,1,1,4,0,0,2,0,0,0
decorating cakes cookies and other desserts,1,1,6,0,0,3,1,0,0
food handling and safety,1,1,4,0,0,3,0,0,0
gardening,1,1,1,0,0,1,0,0,0
grilling and other outdoor cooking,1,1,5,0,0,3,0,0,0
how to,1,1,2,0,0,0,0,0,0
meal planning and menus,1,1,4,0,0,3,0,0,0
ingredient substitutions,1,1,2,0,0,2,0,0,0
kitchen tools and techniques,1,1,4,0,0,3,0,0,0
you can cook that,2,1,4,0,0,0,1,0,0
allrecipes magazine recipes,1,2,3,0,0,3,0,0,0
food wishes with chef john,1,1,5,0,0,4,0,0,0
homemade podcast,1,1,2,0,0,2,0,0,0
trusted brands,1,1,2,0,0,1,1,0,0
food news and trends,2,1,4,0,0,3,0,0,0
food news and trends,2,2,4,0,0,3,0,0,0
see all food news and trends,0,2,6,0,0,3,1,0,0
do microfiber cloths actually,1,0,4,0,0,1,2,0,0
work,0,1,1,0,0,1,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fstaticonecmsio 2fwp,1,0,8,1,5,2,1,0,0
content 2fuploads 2fsites 2f43 2f2022 2f01 2f20 2fgettyimages 1358089502 2000jpg,2,1,10,1,31,1,0,0,0
do microfiber cloths actually work,0,2,5,0,0,1,3,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
do microfiber cloths actually work,0,2,5,0,0,1,3,0,0
get to know the magic of microfiber,2,0,7,0,0,2,2,0,0
cooks to follow,1,2,3,0,0,1,1,0,0
gift guides,1,1,2,0,0,2,0,0,0
product reviews and buying guides,1,1,5,0,0,3,1,0,0
recalls,2,1,1,0,0,1,0,0,0
about us,2,2,2,0,0,0,0,0,0
profile menu,2,2,2,0,0,2,0,0,0
get allrecipes magazine this link opens in a new tab,0,2,10,0,0,4,2,0,0
log in /img/profilepng,0,0,3,0,0,2,0,0,0
account details /img/profilepng join now,2,0,5,0,0,3,1,0,0
join now,2,2,2,0,0,1,0,0,0
account,2,2,1,0,0,1,0,0,0
join now,1,2,2,0,0,1,0,0,0
newsletters,1,1,1,0,0,1,0,0,0
help this link opens in a new tab,2,1,8,0,0,3,1,0,0
more,2,2,1,0,0,0,0,0,0
shopping list,1,2,2,0,0,2,0,0,0
ask the community this link opens in a new tab,0,1,10,0,0,3,2,0,0
log in /img/profilepng,0,0,3,0,0,2,0,0,0
account details /img/profilepng my account,2,0,5,0,0,3,1,0,0
my account,2,2,2,0,0,1,0,0,0
account,2,2,1,0,0,1,0,0,0
my profile,1,2,2,0,0,1,0,0,0
saved items collections,1,1,3,0,0,2,1,0,0
help this link opens in a new tab,1,1,8,0,0,3,1,0,0
logout,2,1,1,0,0,1,0,0,0
more,2,2,1,0,0,0,0,0,0
shopping list,1,2,2,0,0,2,0,0,0
ask the community this link opens in a new tab,2,1,10,0,0,3,2,0,0
login,2,2,1,0,0,1,0,0,0
sweepstakes,2,2,1,0,0,1,0,0,0
follow us,2,2,2,0,0,0,1,0,0
1 home,1,2,2,1,1,1,0,0,0
2 recipes,1,1,2,1,1,1,0,0,0
3 desserts,1,1,2,1,1,1,0,0,0
4 fruit desserts,1,1,3,1,1,2,0,0,0
5 blueberry dessert recipes,1,1,4,1,1,3,0,0,0
6 blueberry cheesecake,2,1,3,1,1,1,1,0,0
blueberry cheesecake,2,2,2,0,0,2,0,0,0
rating 45 stars,2,2,3,1,2,2,0,0,0
120 ratings,2,2,2,1,3,1,0,0,0
5 star values 75,1,2,4,1,3,2,0,0,0
4 star values 32,1,1,4,1,3,2,0,0,0
3 star values 4,1,1,4,1,2,2,0,0,0
2 star values 3,1,1,4,1,2,2,0,0,0
1 star values 6,2,1,4,1,2,2,0,0,0
read reviews,1,2,2,0,0,1,0,0,0
add review,2,1,2,0,0,1,1,0,0
120 ratings,1,2,2,1,3,1,0,0,0
87 reviews,1,1,2,1,2,1,0,0,0
46 photos,2,1,2,1,2,1,0,0,0
can be made any time of the year thanks to frozen blueberries,0,2,12,0,0,4,3,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,0,7,1,4,2,1,0,0
allrecipescom 2fmobile 2fallrecipes 2fimages 2ficon user default v2png,0,1,8,1,5,3,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
by jjohn32,2,2,2,1,2,1,0,0,0
save pin print share,2,2,4,0,0,3,1,0,0
facebook tweet email send text message,2,2,6,0,0,5,0,0,0
gallery,0,2,1,0,0,1,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f8397451jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake,2,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,0,2,15,1,27,3,2,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
angelina https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,8,1,4,1,1,0,0
allrecipescom 2fuserphotos 2f9242611jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake angelina,2,2,3,0,0,2,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,0,2,15,1,27,3,2,0,0
blueberry cheesecake bob,1,0,3,0,0,3,0,0,0
austin https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,8,1,4,3,1,0,0
allrecipescom 2fuserphotos 2f9239847jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake bob austin,2,2,4,0,0,3,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,0,2,15,1,27,3,2,0,0
blueberry cheesecake melissa,1,0,3,0,0,3,0,0,0
everett https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,8,1,4,3,1,0,0
allrecipescom 2fuserphotos 2f9196016jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake melissa everett,2,2,4,0,0,3,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,0,2,15,1,27,3,2,0,0
blueberry cheesecake c esar,1,0,4,0,0,2,2,0,0
de o https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,9,1,4,1,1,0,0
allrecipescom 2fuserphotos 2f8785412jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake c esar de o,0,2,6,0,0,1,1,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
42 42 more images,2,2,4,1,4,1,0,0,0
recipe summary,2,2,2,0,0,2,0,0,0
servings,2,2,1,0,0,1,0,0,0
12,2,2,1,1,2,0,0,0,0
yield,2,2,1,0,0,1,0,0,0
1 9 inch cake,2,2,4,1,2,2,0,1,0
nutrition info,2,2,2,0,0,2,0,0,0
advertisement,2,2,1,0,0,1,0,0,0
ingredients,2,2,1,0,0,1,0,0,0
decrease serving,2,2,2,0,0,1,1,0,0
12,2,2,1,1,2,0,0,0,0
increase serving,2,2,2,0,0,1,1,0,0
adjust,2,2,1,0,0,1,0,0,0
original recipe yields 12 servings,2,2,5,1,2,3,0,0,0
the ingredient list now reflects the servings specified,2,2,8,0,0,2,2,0,0
ingredient checklist,2,2,2,0,0,1,0,0,0
1 cup graham cracker crumbs,1,2,5,1,1,4,0,1,1
2 tablespoons white sugar,1,1,4,1,1,2,0,1,1
cup melted butter,1,1,3,0,0,2,1,1,1
2 8 ounce packages cream cheese softened,1,1,7,1,2,3,2,0,1
1 cup sour cream,1,1,4,1,1,2,0,1,1
cup white sugar,1,1,3,0,0,2,0,1,1
1 teaspoon vanilla extract,1,1,4,1,1,3,0,1,1
2 tablespoons all purpose flour,1,1,5,1,1,2,1,1,1
4 eggs,1,1,2,1,1,1,0,0,1
2 cups frozen blueberries dry pack,1,1,6,1,1,3,1,1,1
cup blueberry jelly,2,1,3,0,0,2,0,1,1
add all ingredients to shopping list view your list,2,2,9,0,0,3,2,0,0
directions,2,2,1,0,0,1,0,0,0
instructions checklist,2,2,2,0,0,1,1,0,0
step 1,2,2,2,1,1,1,0,0,0
combine crumbs 2 tablespoons sugar and butter pat mixture into the bottom of,1,2,13,1,1,7,1,1,0
a 9 inch springform pan,2,1,5,1,1,3,0,1,0
advertisement,2,2,1,0,0,1,0,0,0
step 2,2,2,2,1,1,1,0,0,0
mash cream cheese until soft and creamy gradually beat in sour cream 3/4 cup,1,2,14,1,2,5,1,1,0
sugar vanilla and flour beat in eggs one at a time,2,1,11,0,0,4,0,0,0
step 3,2,2,2,1,1,1,0,0,0
pour mixture into crumb lined pan bake in a preheated 325 degree f 165,1,2,14,1,6,4,1,0,0
degrees c oven for 1 hour or until firm to the touch,2,1,12,1,1,4,1,0,0
step 4,2,2,2,1,1,1,0,0,0
cool and then remove cake from pan by loosening edges with a knife place,1,2,14,0,0,6,2,0,0
frozen blueberries on top of cake melt jelly and spoon over blueberries to,1,1,13,0,0,5,0,0,0
glaze chill until ready to serve,2,1,6,0,0,2,1,0,0
i made it print,2,2,4,0,0,1,2,0,0
nutrition facts,2,2,2,0,0,2,0,0,0
per serving,2,2,2,0,0,0,1,0,0
356 calories protein 63g carbohydrates 319g fat 234g cholesterol,1,2,9,1,11,3,1,0,0
1217mg sodium 2164mg full nutrition,2,1,5,1,8,2,0,0,0
advertisement,2,2,1,0,0,1,0,0,0
save pin print share,2,2,4,0,0,3,1,0,0
facebook tweet email send text message,2,2,6,0,0,5,0,0,0
reviews 87,2,2,2,1,2,1,0,0,0
add rating review,2,2,3,0,0,2,1,0,0
most helpful positive review,0,2,4,0,0,1,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2ff6c553b061c984713bd04f15b912cd98ea668cf5,0,1,2,1,27,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
pheobe alverson,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
11/25/2006,2,2,1,1,8,0,0,0,0
well i also put some blueberries in the batter yum i also used one of the,1,2,16,0,0,4,2,0,0
premade crusts well i didn t realize that a pie crust is half the size of a,1,1,17,0,0,6,2,0,0
9 spring pan so i had two pie sized cakes,0,1,10,1,1,4,2,0,0
i had to give some away,0,0,6,0,0,1,2,0,0
i also,1,0,2,0,0,1,0,0,0
made some blueberry sauce out of a cup or two of blueberries frozen or,1,1,14,0,0,3,3,1,0
fresh 1/8 c sugar and about 2 tsp cornstarch heated on the stove until,1,1,14,1,3,5,1,1,0
thick it turned out fabulous,2,1,5,0,0,1,1,0,0
read more,2,2,2,0,0,0,1,0,0
helpful 137,2,2,2,1,3,0,0,0,0
most helpful critical review,2,2,4,0,0,1,0,0,0
allrecipes member,2,2,2,0,0,2,0,0,0
rating 1 stars,2,2,3,1,1,2,0,0,0
11/23/2001,2,2,1,1,8,0,0,0,0
this recipe doesn t taste good at all,0,2,8,0,0,4,0,0,0
maybe it was the frozen blueberries,1,0,6,0,0,1,1,0,0
the mixture of ingredients is not the consistency that cheesecake is normally,1,1,12,0,0,4,2,0,0
fresh blueberries might be helpful also reduce the number of eggs,2,1,11,0,0,3,2,0,0
read more,2,2,2,0,0,0,1,0,0
helpful 18,2,2,2,1,2,0,0,0,0
120 ratings,2,2,2,1,3,1,0,0,0
5 star values 75,1,2,4,1,3,2,0,0,0
4 star values 32,1,1,4,1,3,2,0,0,0
3 star values 4,1,1,4,1,2,2,0,0,0
2 star values 3,1,1,4,1,2,2,0,0,0
1 star values 6,2,1,4,1,2,2,0,0,0
sort by most helpful,2,2,4,0,0,1,0,0,0
most helpful most positive least positive newest,0,2,7,0,0,1,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2ff6c553b061c984713bd04f15b912cd98ea668cf5,0,1,2,1,27,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
pheobe alverson,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
11/25/2006,2,2,1,1,8,0,0,0,0
well i also put some blueberries in the batter yum i also used one of the,1,2,16,0,0,4,2,0,0
premade crusts well i didn t realize that a pie crust is half the size of a,1,1,17,0,0,6,2,0,0
9 spring pan so i had two pie sized cakes,0,1,10,1,1,4,2,0,0
i had to give some away,0,0,6,0,0,1,2,0,0
i also,1,0,2,0,0,1,0,0,0
made some blueberry sauce out of a cup or two of blueberries frozen or,1,1,14,0,0,3,3,1,0
fresh 1/8 c sugar and about 2 tsp cornstarch heated on the stove until,1,1,14,1,3,5,1,1,0
thick it turned out fabulous,2,1,5,0,0,1,1,0,0
allrecipes member,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
07/14/2002,2,2,1,1,8,0,0,0,0
first of all there are so many different types of cheesecakes out there and,1,2,14,0,0,2,1,0,0
they all taste different and have different textures i did not change,1,1,12,0,0,1,5,0,0
anything to the recipe and it was perfect i made it for a company picnic and,1,1,16,0,0,5,2,0,0
everyone loved it,0,1,3,0,0,1,1,0,0
amazing recipe,0,0,2,0,0,1,1,0,0
allrecipes member,2,0,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
02/24/2003,2,2,1,1,8,0,0,0,0
love this one i put the blueberries in the batter and toped the cake with,1,2,15,0,0,4,3,0,0
blueberrie pie filling and chilled it it was great,2,1,9,0,0,3,2,0,0
mrs morrison,2,2,2,0,0,2,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
11/26/2008,2,2,1,1,8,0,0,0,0
as always i took some tips from other reviews and changed a few things in the,1,2,16,0,0,3,3,0,0
recipe first instead of gramcracker crumbs i used a whole box of minus 2 or,1,1,15,1,1,5,1,0,0
3 sandies shortbread cookies for the crust doubled the butter to go with,1,1,13,1,1,4,2,0,0
that i like thick crust i added 1/2 c frozen blueberries to the batter,1,1,14,1,2,6,2,0,0
with the rest of the blueberries i combined them with 1/3 c red rasberry jam,1,1,15,1,2,5,2,0,0
and 1/3 c sugar mix and set aside i always cook for the amount of time,1,1,16,1,2,5,2,0,0
suggested and then turn my oven off and let the cheese cake cool by it self in,1,1,17,0,0,2,4,0,0
the oven for 2 4 hours i don t get any cracks in the top of my cake that way,1,1,20,1,2,6,2,0,0
thank you for a differnt idea blueberries for cheesecake mrs morrison,2,1,11,0,0,6,0,0,0
chef bly,2,2,2,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
06/25/2000,2,2,1,1,8,0,0,0,0
bravo,0,2,1,0,0,1,0,0,0
excellent,0,0,1,0,0,1,0,0,0
easy and great,0,0,3,0,0,0,0,0,0
jasmine,2,0,1,0,0,1,0,0,0
rating 4 stars,2,2,3,1,1,2,0,0,0
08-09-2006,2,2,1,1,8,0,0,0,0
this recipe came out great,0,2,5,0,0,1,1,0,0
i made a couple changes though i used 1 package,1,0,10,1,1,4,2,0,0
regular cream cheese and 1 of low fat instead of both regular i also made a,1,1,16,1,1,3,1,0,0
sauce out of some extra blueberries instead of using jam the only thing is,1,1,14,0,0,3,3,0,0
you have to eat it within a day or 2 otherwise the blueberries get a little,1,1,16,1,1,2,3,0,0
funky,0,1,1,0,0,1,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2fbe329e706bc74660c0d09cc33fb9a7ceda89c39f,0,1,2,1,23,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
startedat41,2,2,1,1,2,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
01-06-2011,0,2,1,1,8,0,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,0,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f554307jpg,0,1,3,1,8,0,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
incredibly good,0,2,2,0,0,0,0,0,0
i used peggy ellender s tips on cheesecake making and no,1,0,11,0,0,6,1,0,0
cracks amazing crust and followed recipe as is graham cracker crust is,1,1,12,0,0,5,4,0,0
baked for 10 min 350 cool before pouring in cheesecake mixture for,1,1,12,1,5,4,2,0,0
cooking i didn t try to wrap springform pan w/foil i put a cookie sheet with,1,1,16,0,0,7,5,0,0
water in it on the bottom rack and preheated to 350 same as crust turn to,1,1,16,1,3,4,1,0,0
250 soon as cheesecake goes in for 15 hrs turn off and leave in oven door,1,1,16,1,5,3,3,0,0
closed for 3 hours for slow cooling refrigerate then before serving add,1,1,12,1,1,4,2,0,0
blueberries i used way more than 1/3 cup jelly,0,1,9,1,2,3,2,1,0
this is an amazingly good,1,0,5,0,0,0,1,0,0
recipe and 3rd time i followed above store bought quality with all organic,1,1,13,1,1,5,2,0,0
ingredients mmmmmm mmm,2,1,3,0,0,2,1,0,0
allrecipes member,2,2,2,0,0,2,0,0,0
rating 1 stars,2,2,3,1,1,2,0,0,0
11/23/2001,2,2,1,1,8,0,0,0,0
this recipe doesn t taste good at all,0,2,8,0,0,4,0,0,0
maybe it was the frozen blueberries,1,0,6,0,0,1,1,0,0
the mixture of ingredients is not the consistency that cheesecake is normally,1,1,12,0,0,4,2,0,0
fresh blueberries might be helpful also reduce the number of eggs,0,1,11,0,0,3,2,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2f69933002aaf7f7856491fba1e2d1d51b88e7a3d0,0,1,2,1,27,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
jennifer mammaduck white,2,2,3,0,0,1,1,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
10/26/2002,2,2,1,1,8,0,0,0,0
first time i ever made any kind of cheesecake,0,2,9,0,0,4,1,0,0
my family loved it they re,1,0,6,0,0,1,2,0,0
all still here lol and since i was craving blackberries i used the,1,1,13,0,0,2,4,0,0
blackberries gotta give this 2 thumbs up,0,1,7,1,1,2,2,0,0
yummy in my tummy,0,0,4,0,0,2,0,0,0
katlover4444,2,0,1,1,4,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
11/24/2002,2,2,1,1,8,0,0,0,0
excellent cheescake variety,0,2,3,0,0,2,0,0,0
i prefer to add blueberries in the batter to have,1,0,10,0,0,3,3,0,0
blueberries in every bite but it is still good jam accents the taste good,1,1,14,0,0,4,2,0,0
deal,0,1,1,0,0,1,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fcam image,1,0,8,1,4,3,1,0,0
storeaccountservicesmeredithcorpio 2ff0fd32dd830fcf527d20c4188868fbda653c1536,0,1,2,1,26,1,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
bakingmama23,2,2,1,1,2,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
08-01-2010,2,2,1,1,8,0,0,0,0
excellent,0,2,1,0,0,1,0,0,0
no one in my family likes cheesecake except for me so i ate the,1,0,14,0,0,3,2,0,0
whole thing and loved every bit of it,2,1,8,0,0,2,1,0,0
premas,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
05/30/2007,2,2,1,1,8,0,0,0,0
excellent blueberry cheese cake yummy everybody loved it was my first,1,2,11,0,0,4,2,0,0
cheesecake so i am pretty excited about it looked perfect and even my dad,1,1,14,0,0,2,3,0,0
that doesnt like cheese ate it hahaha,2,1,7,0,0,0,3,0,0
luckyplanetveg,2,2,1,0,0,1,0,0,0
rating 5 stars,2,2,3,1,1,2,0,0,0
12/31/2012,2,2,1,1,8,0,0,0,0
this came out very tasty but here are some changes i made/will make next time,1,2,15,0,0,2,5,0,0
1 used 2 cups of graham crackers with correct ratio of butter and sugar it,1,1,15,1,2,6,1,1,0
would have been way too thin of a crust had i only done the one cup 2 will,1,1,18,1,1,3,5,1,0
use only 3 eggs instead of the 4 so it s less souffley 3 added a little fresh,1,1,18,1,3,2,2,0,0
lemon juice to batter but will add some lemon zest to add more flavor 3,1,1,15,1,1,4,2,0,0
placed parchment paper at the bottom so when it cools i placed it on a plate,1,1,16,0,0,4,3,0,0
inside a cake cover for easy transport 4 used chilled blueberry pie,1,1,12,1,1,5,2,0,0
filling for the topping after it cooled in the fridge and it was quick and,1,1,15,0,0,2,3,0,0
yummy,0,1,1,0,0,1,0,0,0
